emoji,name,category,rgi,file,url,width,height,bytes,sha256
👌🏽,Ok,People & Body,1f44c_1f3fd,People Body/ok__1f44c_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44c_1f3fd/512.png,512,512,102767,647e3d1aea9b31f954ca1216ce7a9609fd9556e77e3c1548b50138b4577ae209
👌🏾,Ok,People & Body,1f44c_1f3fe,People Body/ok__1f44c_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44c_1f3fe/512.png,512,512,103384,1cc1f99a04e1174e97ea7831b8b280b67277ff907dfff3383292c28a25f08ee9
👌🏿,Ok,People & Body,1f44c_1f3ff,People Body/ok__1f44c_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44c_1f3ff/512.png,512,512,102066,be60254c0cd3fd1f139daeb6fe9ba774d137ecdf159211ac9855757f6fa3d3dc
🤌,Pinched Fingers,People & Body,1f90c,People Body/pinched-fingers__1f90c.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c/512.png,512,512,113976,0f7f410209368fd2decdf2f8fb68b1bb242a9aebdce8dee6edd5f9ed6e788c1c
🤌🏻,Pinched Fingers,People & Body,1f90c_1f3fb,People Body/pinched-fingers__1f90c_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c_1f3fb/512.png,512,512,164678,7ddccdc933006cdcfe4ca3c48a26a2f6028bba9a84e91987dfc11f2c0065b6ce
🤌🏼,Pinched Fingers,People & Body,1f90c_1f3fc,People Body/pinched-fingers__1f90c_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c_1f3fc/512.png,512,512,138378,55c9c067e00f158b438150c1917aa92f120eb30b459ef56ab4d431b4e92bec6a
🤌🏽,Pinched Fingers,People & Body,1f90c_1f3fd,People Body/pinched-fingers__1f90c_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c_1f3fd/512.png,512,512,137816,97b7055e312b3be563af60b92f42a5a4155398ce8841d287ceceb56b8b3c69f7
🤌🏾,Pinched Fingers,People & Body,1f90c_1f3fe,People Body/pinched-fingers__1f90c_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c_1f3fe/512.png,512,512,132009,9f014aebeacc63765155caef12c16a9a55454a534ba3ecc037f9e4099706963f
🤌🏿,Pinched Fingers,People & Body,1f90c_1f3ff,People Body/pinched-fingers__1f90c_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90c_1f3ff/512.png,512,512,134420,98f45062086f01dd2150ec140dd39082c86b06af36126fde9a66c8bff896db16
🤏,Pinch,People & Body,1f90f,People Body/pinch__1f90f.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f/512.png,512,512,144763,42c921c40078c0e28f45e4bc10ffae62a39c55bbb8beea1f6e62f54fd381fc64
🤏🏻,Pinch,People & Body,1f90f_1f3fb,People Body/pinch__1f90f_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f_1f3fb/512.png,512,512,200038,54a260914ae8a14d767d043b0c9d53c206d6ac7f8fd8aa8a3961315170b35d9f
🤏🏼,Pinch,People & Body,1f90f_1f3fc,People Body/pinch__1f90f_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f_1f3fc/512.png,512,512,158077,b865b1bfd8771f6e5bc319ab484865322d83ceb939b6b9cabf669379802f0335
🤏🏽,Pinch,People & Body,1f90f_1f3fd,People Body/pinch__1f90f_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f_1f3fd/512.png,512,512,152690,e6bb15c0e8ff499718b7067f6a1b56d78cf080ff9795189ef8a289f6ac2aeb2e
🤏🏾,Pinch,People & Body,1f90f_1f3fe,People Body/pinch__1f90f_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f_1f3fe/512.png,512,512,151384,299e0d7509b758b4f032022563e88b97f88aebed8d5cf2d29f95d6c026883172
🤏🏿,Pinch,People & Body,1f90f_1f3ff,People Body/pinch__1f90f_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f90f_1f3ff/512.png,512,512,164251,e6711365eda730458c317c082f85badf9b5b47504f54bd8a6431e43ced561926
✌,V,People & Body,270c,People Body/v__270c.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c/512.png,512,512,118984,9dcae87f38cf6a3144374a21078b14bd82b3a88fc990dc3617717683546e2e09
✌🏻,Victory,People & Body,270c_1f3fb,People Body/victory__270c_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c_1f3fb/512.png,512,512,152339,8456f8c160794952b4a5fa9a3844a3c95d78076bc26773fa417cff04a08d9a35
✌🏼,Victory,People & Body,270c_1f3fc,People Body/victory__270c_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c_1f3fc/512.png,512,512,140070,018108ff47d1ad9afc42c5e14043d8e508ab97b8a58c5662c90371fc8707115c
✌🏽,Victory,People & Body,270c_1f3fd,People Body/victory__270c_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c_1f3fd/512.png,512,512,132667,179cb8d45814018e38c6d250ebb375ed1672224eaec26582657d8dc842a91474
✌🏾,Victory,People & Body,270c_1f3fe,People Body/victory__270c_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c_1f3fe/512.png,512,512,127086,8f0c3336b7fbadc660e4c4fd4d35838a4a95369784c9a0769cf96b4386517d7c
✌🏿,Victory,People & Body,270c_1f3ff,People Body/victory__270c_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/270c_1f3ff/512.png,512,512,122356,1779730d32e383767ac0e766683b47379791adad1761104068bfcb600a1658a0
🤞,Crossed Fingers,People & Body,1f91e,People Body/crossed-fingers__1f91e.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e/512.png,512,512,119198,84db068584bff79ae13fe886a593d8829dcc0871c3a0dcc1f1b7a0e341ba3ca9
🤞🏻,Crossed Fingers,People & Body,1f91e_1f3fb,People Body/crossed-fingers__1f91e_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e_1f3fb/512.png,512,512,154344,7af195f2645f393a06b6193dc0b3b5961968466b65cb55cdc754a137e1e82eaa
🤞🏼,Crossed Fingers,People & Body,1f91e_1f3fc,People Body/crossed-fingers__1f91e_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e_1f3fc/512.png,512,512,138642,125918edb6c7a997f84494ba6b04406b9813ce7f28f936ab2870cedc8ce32542
🤞🏽,Crossed Fingers,People & Body,1f91e_1f3fd,People Body/crossed-fingers__1f91e_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e_1f3fd/512.png,512,512,128175,efb1308997e7c889f95265ee9b69cc98fd3e611a1de39a79fc2292f75ce77a85
🤞🏾,Crossed Fingers,People & Body,1f91e_1f3fe,People Body/crossed-fingers__1f91e_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e_1f3fe/512.png,512,512,121816,6b3c3f4992c666625ca4fdd72962bfe5e59bc4aec24e95d36bf86daf8b082cc7
🤞🏿,Crossed Fingers,People & Body,1f91e_1f3ff,People Body/crossed-fingers__1f91e_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91e_1f3ff/512.png,512,512,117824,05140f99a0bee65b146aee7b8a802a94a2f2a4e6685b6ed466a49e5c967681a0
🫰,Hand With Index Finger And Thumb Crossed,People & Body,1faf0,People Body/hand-with-index-finger-and-thumb-crossed__1faf0.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0/512.png,512,512,106662,15848aba3298e7e0009f9f57d718a7545d71c88334ab2f411f238b02c24ea9a2
🫰🏻,Hand With Index Finger And Thumb Crossed,People & Body,1faf0_1f3fb,People Body/hand-with-index-finger-and-thumb-crossed__1faf0_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0_1f3fb/512.png,512,512,131807,7a7a559a0e5a2bc57b4d4a93b04369399bb6736d00aba95c5dcb4e38cde20a1a
🫰🏼,Hand With Index Finger And Thumb Crossed,People & Body,1faf0_1f3fc,People Body/hand-with-index-finger-and-thumb-crossed__1faf0_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0_1f3fc/512.png,512,512,122713,08dfd313a06552ecee25b7653a14c00a83e6426846aeb4168ea49e0052bc456f
🫰🏽,Hand With Index Finger And Thumb Crossed,People & Body,1faf0_1f3fd,People Body/hand-with-index-finger-and-thumb-crossed__1faf0_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0_1f3fd/512.png,512,512,122712,5d19996fa01592c00c780ad6cde428fb5cef4107b4835c7fc12c4906b6ef12c7
🫰🏾,Hand With Index Finger And Thumb Crossed,People & Body,1faf0_1f3fe,People Body/hand-with-index-finger-and-thumb-crossed__1faf0_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0_1f3fe/512.png,512,512,114841,43acf7d5d6e6c62037df64c1ae25c1d6f34b9ae25cd7d0a2f1bff61c20e3d589
🫰🏿,Hand With Index Finger And Thumb Crossed,People & Body,1faf0_1f3ff,People Body/hand-with-index-finger-and-thumb-crossed__1faf0_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf0_1f3ff/512.png,512,512,115072,97f2a7d7f90ca1d7fa8a09280b878f792fb1bd9214d0ebad0c84e0c7f578e136
🤟,Love You Gesture,People & Body,1f91f,People Body/love-you-gesture__1f91f.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f/512.png,512,512,125235,3ce3857de37667c5f7d0e2718a6cdc0e97d37be03c03e3b8c51902fcd09d50ae
🤟🏻,Love You Gesture,People & Body,1f91f_1f3fb,People Body/love-you-gesture__1f91f_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f_1f3fb/512.png,512,512,146768,452b05a7574eca516239503a9ad1b84508d91bdb6a5a47a97f09658190e78b77
🤟🏼,Love You Gesture,People & Body,1f91f_1f3fc,People Body/love-you-gesture__1f91f_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f_1f3fc/512.png,512,512,148499,8a508ae4bddd9c0cec53b0958e119aa77857ad31ac45878a861f031a60718a60
🤟🏽,Love You Gesture,People & Body,1f91f_1f3fd,People Body/love-you-gesture__1f91f_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f_1f3fd/512.png,512,512,142397,2fbae3cc95a8c1c3811c44268ab1177e15e3ae88d8592b7c5309ea2fc1ca4e2a
🤟🏾,Love You Gesture,People & Body,1f91f_1f3fe,People Body/love-you-gesture__1f91f_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f_1f3fe/512.png,512,512,134747,a16a40b4da1c4db5f7e44e694a51eb33632d43faa4dbb789807c9372e182edc9
🤟🏿,Love You Gesture,People & Body,1f91f_1f3ff,People Body/love-you-gesture__1f91f_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f91f_1f3ff/512.png,512,512,130494,66066acf535b0bcc03fee2d84f03cbeb13ccd8e929b8b8cef985dc3dbaf7be5c
🤘,Metal,People & Body,1f918,People Body/metal__1f918.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918/512.png,512,512,117377,b86e31d98c0124e5272701b329cdb6eb645dc3e15fa892b8f48214b9969d5f50
🤘🏻,Metal,People & Body,1f918_1f3fb,People Body/metal__1f918_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918_1f3fb/512.png,512,512,157185,69b218731823a29dd1dd436fd071f0146cd09e518f12ae38f3576bbe2c7f3e71
🤘🏼,Metal,People & Body,1f918_1f3fc,People Body/metal__1f918_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918_1f3fc/512.png,512,512,139875,c99e2cc1591f03b5cda09aa7657d89dbf5214369ff2e4dd4aa7494da41d30028
🤘🏽,Metal,People & Body,1f918_1f3fd,People Body/metal__1f918_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918_1f3fd/512.png,512,512,131791,148373265ca2d0220c425de46667a98c2e0ce81ff8f1eed52aedb45ed3014fa8
🤘🏾,Metal,People & Body,1f918_1f3fe,People Body/metal__1f918_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918_1f3fe/512.png,512,512,125678,5ecd93191b42cecc8f638331313ee5cec322230deacceb83e60907dc6eef1a90
🤘🏿,Metal,People & Body,1f918_1f3ff,People Body/metal__1f918_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f918_1f3ff/512.png,512,512,122852,0d50800d56d5fc3f4deeb65f41dfdeefc596afb2319e66c7f3ae70836eda00f8
🤙,Call Me Hand,People & Body,1f919,People Body/call-me-hand__1f919.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919/512.png,512,512,110801,daa404dac5c5853962cd6ba15187ff041c6a68fe87bb90dc899a61150d4737f6
🤙🏻,Call Me Hand,People & Body,1f919_1f3fb,People Body/call-me-hand__1f919_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919_1f3fb/512.png,512,512,175663,25dea260a46c5b20e1c9712dc0e8273d46f928d5afc6753c306a90dd056c1e60
🤙🏼,Call Me Hand,People & Body,1f919_1f3fc,People Body/call-me-hand__1f919_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919_1f3fc/512.png,512,512,140117,eea653dfdd97663e30440585e1a63d2ae52c31d4c0ef70e2022d0271ccf72662
🤙🏽,Call Me Hand,People & Body,1f919_1f3fd,People Body/call-me-hand__1f919_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919_1f3fd/512.png,512,512,138466,0522a9c89eb0e7e22b58626cf6bd86a539c53412eb508425f570e80a9837b5fc
🤙🏾,Call Me Hand,People & Body,1f919_1f3fe,People Body/call-me-hand__1f919_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919_1f3fe/512.png,512,512,129773,ce659fcaefc07ae37910dc9ba2fe776bf4d2ee2dea413d323c78691c455bcb9a
🤙🏿,Call Me Hand,People & Body,1f919_1f3ff,People Body/call-me-hand__1f919_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f919_1f3ff/512.png,512,512,131604,cbc85b13d33cb715fb9d4b8a2af04440ad1ec505324668f774ff3ce05b4aa879
👈,Point Left,People & Body,1f448,People Body/point-left__1f448.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448/512.png,512,512,84569,83c1ad6b32552bc4cf860e081269ab7d7852db579657ed14c71fa4b5595388fc
👈🏻,Point Left,People & Body,1f448_1f3fb,People Body/point-left__1f448_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448_1f3fb/512.png,512,512,134476,6fbc89759b620a0e6ec4d1e39f18b6ea49adc9d9943f376395e1211228bb9c03
👈🏼,Point Left,People & Body,1f448_1f3fc,People Body/point-left__1f448_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448_1f3fc/512.png,512,512,110105,9f84e72e5b41654e06b041f3e006e256cbaa88fcf4e3bdd23c3e71f1ebb4d89f
👈🏽,Point Left,People & Body,1f448_1f3fd,People Body/point-left__1f448_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448_1f3fd/512.png,512,512,104161,079ec694c1f5e69ccdd2cb7ea02f0b445e0a836c81627a32ee62af5d03737955
👈🏾,Point Left,People & Body,1f448_1f3fe,People Body/point-left__1f448_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448_1f3fe/512.png,512,512,97920,3f8c5a8462267b7d2b0817ca2c1718279fbd75ebce37fd88ecee81dff15154b8
👈🏿,Point Left,People & Body,1f448_1f3ff,People Body/point-left__1f448_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f448_1f3ff/512.png,512,512,102991,1a828eb5a07c1357c410983f41c6f422262c86ce101d45e102c5daa70c5fc370
👉,Point Right,People & Body,1f449,People Body/point-right__1f449.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449/512.png,512,512,84276,317d35bb7c3cc006a370e211b1f0e613bf136c7088ddceedd5ab944322863864
👉🏻,Point Right,People & Body,1f449_1f3fb,People Body/point-right__1f449_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449_1f3fb/512.png,512,512,129391,de0daea88873f1dc729e02dbad5d600009fa410d3604e1526b7df778ff0b4a18
👉🏼,Point Right,People & Body,1f449_1f3fc,People Body/point-right__1f449_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449_1f3fc/512.png,512,512,107970,97230cd466e4b76897dbbb566f62af7fbf5a083c6ce4528eb0a728d4569c7a74
👉🏽,Point Right,People & Body,1f449_1f3fd,People Body/point-right__1f449_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449_1f3fd/512.png,512,512,106163,3115a46ce8d209e72fa9424104a23b08a43a7161b51c2d83b5ecd13dfca2c31c
👉🏾,Point Right,People & Body,1f449_1f3fe,People Body/point-right__1f449_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449_1f3fe/512.png,512,512,100300,54c4e4d24836685ec2633720bb376eba69a19328b9370d69383723240b2d17db
👉🏿,Point Right,People & Body,1f449_1f3ff,People Body/point-right__1f449_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f449_1f3ff/512.png,512,512,93834,1fc174ea27f94033c5a89b144434f536c69b7ec86d08b2bef6aacf400f9f4dc6
👆,Point Up,People & Body,1f446,People Body/point-up__1f446.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446/512.png,512,512,91175,8de07df6dc04ec0693746a82875a7e495317ef2499d20c201a3809eed69be517
👆🏻,Point Up,People & Body,1f446_1f3fb,People Body/point-up__1f446_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446_1f3fb/512.png,512,512,129164,bc4760f48ea29aa15e25fd5a9466bf6b9fedf870db28ea76f254393cd13d16ad
👆🏼,Point Up,People & Body,1f446_1f3fc,People Body/point-up__1f446_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446_1f3fc/512.png,512,512,112909,546f06edeb58868bdc3da539d1b339ea012f153f827ec6888ffa507c061a340e
👆🏽,Point Up,People & Body,1f446_1f3fd,People Body/point-up__1f446_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446_1f3fd/512.png,512,512,111052,838faf5982616b3183335104c90c9127b077e1f533a8f3e1739a69fc6a51de4e
👆🏾,Point Up,People & Body,1f446_1f3fe,People Body/point-up__1f446_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446_1f3fe/512.png,512,512,105670,8f9f8c293dc5b109c6f842af514276a988d74a30d0097081f9bf1418116a5275
👆🏿,Point Up,People & Body,1f446_1f3ff,People Body/point-up__1f446_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f446_1f3ff/512.png,512,512,95162,8df54f3428f12486eec577dd961f99a477520ce96d8fbf3fa67805d155749bdf
🖕,Middle Finger,People & Body,1f595,People Body/middle-finger__1f595.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595/512.png,512,512,87907,052dea1d240a0c38ace799bda68c54e7b45e89026400e29de68ae8dfb7ca1fa1
🖕🏻,Middle Finger,People & Body,1f595_1f3fb,People Body/middle-finger__1f595_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595_1f3fb/512.png,512,512,106611,bb93638eb5cbfdb1278fd8167e7d006f515dcdfbfc1389d8aada9e5f08fbb390
🖕🏼,Middle Finger,People & Body,1f595_1f3fc,People Body/middle-finger__1f595_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595_1f3fc/512.png,512,512,109564,1ec0330201eb603d5de61b3546cb8192d5952a62e059aaec48ea2c6885c2ffe4
🖕🏽,Middle Finger,People & Body,1f595_1f3fd,People Body/middle-finger__1f595_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595_1f3fd/512.png,512,512,104126,8a8ddc4ee2b74a7105144a9969bccad34a189bf114d832e4c89cb9851773da5f
🖕🏾,Middle Finger,People & Body,1f595_1f3fe,People Body/middle-finger__1f595_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595_1f3fe/512.png,512,512,106068,9786a89af3c1b2af380b117d8724fbe2d2295df8fb9fc7af275465340eb67969
🖕🏿,Middle Finger,People & Body,1f595_1f3ff,People Body/middle-finger__1f595_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f595_1f3ff/512.png,512,512,104540,21ed960d5efdc6eb6df53879ad56642f1581b327479a4384be4a302b4a9450e0
👇,Point Down,People & Body,1f447,People Body/point-down__1f447.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447/512.png,512,512,87213,37b6e574069714ed58aabc78b4826aa8100ebb655ad8441ef3732bdd87df0495
👇🏻,Point Down,People & Body,1f447_1f3fb,People Body/point-down__1f447_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447_1f3fb/512.png,512,512,122663,bd613b838e48b790dc48e496f098e1362b3f8afe4602a967922cc52e9828da60
👇🏼,Point Down,People & Body,1f447_1f3fc,People Body/point-down__1f447_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447_1f3fc/512.png,512,512,114723,01768710de90fbc55ef45967aeafe03b5e8f36b64524af15a6cc8c183d361d65
👇🏽,Point Down,People & Body,1f447_1f3fd,People Body/point-down__1f447_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447_1f3fd/512.png,512,512,108146,b820d167aa21977c8d405c009fa82d3eadb888004ae9ad64a3fd5e71c85a0719
👇🏾,Point Down,People & Body,1f447_1f3fe,People Body/point-down__1f447_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447_1f3fe/512.png,512,512,101713,81ad32432ab3f124cbe0b8e081b0c20843053099b75221cbf9bd2b33dadf46b5
👇🏿,Point Down,People & Body,1f447_1f3ff,People Body/point-down__1f447_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f447_1f3ff/512.png,512,512,103727,8b05722bfe7d4c54478fd19bee273e1d606d23ff6a8d8752210b0cb8d326508d
☝,Index Finger,People & Body,261d,People Body/index-finger__261d.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d/512.png,512,512,107944,e9fc78441ee2b9601e3ed2522a4ec005fc4924a1bc98ce8f8f592f221f2dae36
☝🏻,Index Finger,People & Body,261d_1f3fb,People Body/index-finger__261d_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d_1f3fb/512.png,512,512,140524,c7a403aff7dcb167a183ac5d2499c6b293965532555d84d7aa222416b30ca080
☝🏼,Index Finger,People & Body,261d_1f3fc,People Body/index-finger__261d_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d_1f3fc/512.png,512,512,127045,9a2919f6c15a6a96d9c2061b6a3e4a547a8831fa2f71b0d8939146721895df33
☝🏽,Index Finger,People & Body,261d_1f3fd,People Body/index-finger__261d_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d_1f3fd/512.png,512,512,119747,63ed4fe66edff05d46dda158de4de2251ae96c6ca92dfbb6fc8644f29e6e2a6f
☝🏾,Index Finger,People & Body,261d_1f3fe,People Body/index-finger__261d_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d_1f3fe/512.png,512,512,114493,d9b3d616d5028a5aa921cae2f9a40ce10b2ff98b15dea91f539bd5177124d594
☝🏿,Index Finger,People & Body,261d_1f3ff,People Body/index-finger__261d_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/261d_1f3ff/512.png,512,512,111403,82b2d52ee55d90ffdc80a48bee530f7264c280d743966dadd666d6ca1ab4856c
🫵,Pointing,People & Body,1faf5,People Body/pointing__1faf5.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5/512.png,512,512,149437,16625502d38bcce2bb074c5140487ff6fa104ab24a7f702cb30fe9982b331ea2
🫵🏻,Pointing,People & Body,1faf5_1f3fb,People Body/pointing__1faf5_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5_1f3fb/512.png,512,512,206463,0431897a9ae597756ab195a2e9e5233b09dfff0a087ea0eba262ea94d2ae1b62
🫵🏼,Pointing,People & Body,1faf5_1f3fc,People Body/pointing__1faf5_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5_1f3fc/512.png,512,512,181077,b4147819e4498d018d8a994ca1b8a32b909cc768c20f2f173fa890876fbb52da
🫵🏽,Pointing,People & Body,1faf5_1f3fd,People Body/pointing__1faf5_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5_1f3fd/512.png,512,512,177565,e44569cf9ba96bff5d3f9963c68e949ab3afc3b26b580b940d7fcd8e8d97878a
🫵🏾,Pointing,People & Body,1faf5_1f3fe,People Body/pointing__1faf5_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5_1f3fe/512.png,512,512,171928,ef14056c40c885e1f59f38514722e13396364c75ef345c614e99e942949a7682
🫵🏿,Pointing,People & Body,1faf5_1f3ff,People Body/pointing__1faf5_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1faf5_1f3ff/512.png,512,512,169289,4117091f91c2869e0b2a2cdccc5df543261105fec64023c91e7ce79d18726d83
👍,Thumbs Up,People & Body,1f44d,People Body/thumbs-up__1f44d.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d/512.png,512,512,135164,e789612883b9b9f1c83c7617ec4658f871322430dd6b1b02fa354ff025f4c89c
👍🏻,Thumbs Up,People & Body,1f44d_1f3fb,People Body/thumbs-up__1f44d_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d_1f3fb/512.png,512,512,196546,c89868fa401729d272435d77455875502c5e2c8ebbcfd6d31bd0ff6f41ccad6a
👍🏼,Thumbs Up,People & Body,1f44d_1f3fc,People Body/thumbs-up__1f44d_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d_1f3fc/512.png,512,512,152247,1560124355dcee014ab99a485689abd73f50bfd7da36af44914f78cf8f83ffab
👍🏽,Thumbs Up,People & Body,1f44d_1f3fd,People Body/thumbs-up__1f44d_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d_1f3fd/512.png,512,512,157957,4a7f5dab95f4e66e61ec2c422d254175f33e0e701616492e7b639175892e7613
👍🏾,Thumbs Up,People & Body,1f44d_1f3fe,People Body/thumbs-up__1f44d_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d_1f3fe/512.png,512,512,148633,2fbb9689027e22ebf434d4f3bf23f096558849b8157aa2a3dd30f6e05feebd61
👍🏿,Thumbs Up,People & Body,1f44d_1f3ff,People Body/thumbs-up__1f44d_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44d_1f3ff/512.png,512,512,155287,b139d5a128996225a7957e265ad0ff675e132ee58c389c582bf4e7cb206a65cf
👎,Thumbs Down,People & Body,1f44e,People Body/thumbs-down__1f44e.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f44e/512.png,512,512,133910,bb3ee12a5f5cbeb7badaccfa022c92f35800071b3d7f6d3630915e00094c6653
